Id,SalePrice
1590,126351.52
1591,91442.3
1592,129339.81
1593,120976.5
1594,166352.16
1595,144480.73
1596,238230.78
1597,187217.66
1598,190966.8
1599,178454.25
1600,176047.6
1601,45118.1
1602,124270.04
1603,66087.9
1604,278102.28
1605,242099.81
1606,158399.55
1607,178594.42
1608,201714.61
1609,191577.61
1610,163374.81
1611,140766.08
1612,165811.6
1613,155414.36
1614,125819.72
1615,82549.61
1616,75058.52
1617,85024.06
1618,129812.94
1619,135717.06
1620,160626.62
1621,139372.52
1622,144840.88
1623,303631.72
1624,213956.61
1625,138161.98
1626,162697.83
1627,189232.88
1628,256176.44
1629,180119.55
1630,394688.66
1631,224647.66
1632,247464.42
1633,174712.05
1634,190093.97
1635,181149.78
1636,155055.14
1637,183897.06
1638,204369.56
1639,175790.0
1640,262361.5
1641,179371.73
1642,231297.33
1643,227132.86
1644,226589.2
1645,179521.39
1646,154261.56
1647,155182.83
1648,138257.92
1649,137488.88
1650,119193.19
1651,123516.945
1652,93894.62
1653,88392.04
1654,154640.2
1655,147778.72
1656,150026.38
1657,152091.64
1658,151736.58
1659,133647.88
1660,156286.6
1661,475962.34
1662,393322.66
1663,374889.84
1664,492802.3
1665,306644.12
1666,345735.5
1667,338175.66
1668,320457.44
1669,301600.53
1670,329821.28
1671,272701.03
1672,501567.1
1673,290509.53
1674,260581.28
1675,189218.34
1676,194436.38
1677,227074.95
1678,457269.84
1679,429992.6
1680,335482.34
1681,268156.34
1682,295032.56
1683,170543.61
1684,170341.48
1685,176551.55
1686,172929.25
1687,167541.73
1688,182990.81
1689,186954.2
1690,184081.22
1691,179124.16
1692,265256.5
1693,172426.33
1694,185407.28
1695,167683.05
1696,272309.06
1697,167303.75
1698,348466.6
1699,311303.34
1700,252856.6
1701,265997.75
1702,264003.03
1703,258016.64
1704,302109.2
1705,230428.94
1706,460088.97
1707,225298.75
1708,208340.02
1709,267683.72
1710,226974.19
1711,259420.72
1712,242766.44
1713,268008.22
1714,219001.45
1715,208055.27
1716,187618.02
1717,173398.38
1718,134984.23
1719,199237.31
1720,245588.16
1721,162141.55
1722,125376.21
1723,157351.86
1724,210917.47
1725,238539.92
1726,190994.27
1727,166172.28
1728,184104.92
1729,162704.48
1730,154100.23
1731,115608.4
1732,120261.08
1733,121834.15
1734,122816.72
1735,139017.34
1736,113596.555
1737,349479.47
1738,211004.08
1739,302564.97
1740,211018.77
1741,194101.78
1742,170319.2
1743,176420.53
1744,323142.72
1745,238516.81
1746,220248.25
1747,212209.05
1748,214413.61
1749,154033.94
1750,138429.66
1751,234511.61
1752,122629.93
1753,131373.62
1754,201491.84
1755,170163.69
1756,122244.195
1757,119866.02
1758,140598.12
1759,155112.95
1760,165522.2
1761,149790.98
1762,156487.25
1763,179961.47
1764,113335.89
1765,161887.56
1766,169545.47
1767,204856.58
1768,141123.06
1769,163247.47
1770,145056.36
1771,137284.36
1772,131160.97
1773,144211.45
1774,117839.8
1775,134866.06
1776,131814.27
1777,109959.086
1778,141436.39
1779,122250.08
1780,180994.4
1781,127297.91
1782,80783.01
1783,125882.195
1784,96834.97
1785,112552.66
1786,134859.4
1787,154498.19
1788,49068.527
1789,94937.04
1790,71949.95
1791,184503.9
1792,154222.28
1793,146978.81
1794,143782.95
1795,131697.94
1796,129507.664
1797,136336.31
1798,118524.484
1799,117526.56
1800,130731.25
1801,139767.56
1802,137166.14
1803,141836.02
1804,141791.25
1805,133964.2
1806,114632.984
1807,129267.016
1808,130475.86
1809,119624.94
1810,149734.14
1811,93120.15
1812,100335.73
1813,117735.79
1814,87914.56
1815,58319.03
1816,91073.234
1817,118650.09
1818,130988.98
1819,122052.13
1820,73995.79
1821,99416.54
1822,145681.03
1823,45071.887
1824,143506.17
1825,134537.11
1826,109898.81
1827,107203.055
1828,137236.88
1829,111347.086
1830,139058.72
1831,146673.52
1832,102998.32
1833,151679.27
1834,129394.7
1835,152670.06
1836,124781.06
1837,92383.95
1838,125476.914
1839,77033.84
1840,163014.7
1841,150927.06
1842,97604.41
1843,145934.23
1844,138716.3
1845,144653.89
1846,155187.7
1847,168479.56
1848,52749.4
1849,102077.43
1850,118691.12
1851,153768.62
1852,120014.53
1853,134936.2
1854,170112.2
1855,153481.0
1856,225370.12
1857,164311.66
1858,141886.03
1859,118501.7
1860,154127.53
1861,116610.836
1862,320934.12
1863,314097.22
1864,314097.22
1865,341151.78
1866,356243.56
1867,236211.56
1868,324153.53
1869,215945.19
1870,236723.06
1871,252565.84
1872,173203.84
1873,225059.27
1874,143019.73
1875,204733.73
1876,193938.45
1877,217085.72
1878,214214.3
1879,135604.2
1880,134648.42
1881,235542.12
1882,252497.89
1883,199417.66
1884,208656.5
1885,263934.9
1886,309040.22
1887,201721.69
1888,287182.38
1889,165630.33
1890,137537.52
1891,145956.03
1892,105209.24
1893,136192.52
1894,109275.55
1895,137416.33
1896,127907.96
1897,137174.9
1898,104687.19
1899,134923.34
1900,145218.31
1901,175820.33
1902,146224.25
1903,212859.86
1904,135191.58
1905,174892.94
1906,159740.16
1907,211337.19
1908,114743.59
1909,142353.8
1910,120817.28
1911,200414.28
1912,299212.2
1913,143989.44
1914,58271.523
1915,345242.78
1916,67964.97
1917,256624.88
1918,145734.66
1919,167869.81
1920,148218.38
1921,446412.06
1922,351167.75
1923,203545.22
1924,235867.27
1925,207632.83
1926,420756.9
1927,134517.77
1928,154605.36
1929,120293.93
1930,145772.98
1931,141671.88
1932,139751.19
1933,180088.12
1934,179960.28
1935,180822.61
1936,187511.53
1937,187486.95
1938,173282.7
1939,254723.92
1940,183858.25
1941,177742.86
1942,190693.08
1943,204310.31
1944,347021.3
1945,387173.5
1946,162163.48
1947,364528.28
1948,184639.73
1949,235175.2
1950,170147.72
1951,267908.62
1952,219886.16
1953,175187.62
1954,188974.62
1955,131226.14
1956,267293.25
1957,153708.84
1958,315756.25
1959,138387.58
1960,111928.18
1961,120425.72
1962,94851.664
1963,108646.805
1964,112163.875
1965,146669.95
1966,141273.47
1967,279828.84
1968,476549.0
1969,396170.03
1970,457733.44
1971,422609.12
1972,387630.1
1973,256851.83
1974,328415.03
1975,536438.06
1976,264701.44
1977,363433.22
1978,380732.78
1979,302183.34
1980,193038.61
1981,347025.5
1982,238974.39
1983,222399.19
1984,163420.97
1985,219535.89
1986,210802.05
1987,190734.34
1988,180315.47
1989,188925.98
1990,219549.98
1991,227585.23
1992,218493.75
1993,171048.34
1994,260697.14
1995,178086.28
1996,249677.14
1997,307277.84
1998,339579.3
1999,261166.16
2000,294201.84
2001,261644.66
2002,249120.9
2003,243184.34
2004,257971.4
2005,227940.78
2006,222023.62
2007,252799.7
2008,222225.45
2009,186636.8
2010,189645.81
2011,139123.72
2012,177937.47
2013,189952.83
2014,188177.16
2015,199829.88
2016,195812.34
2017,204561.27
2018,115978.72
2019,133163.86
2020,126182.63
2021,115223.164
2022,178770.45
2023,144736.08
2024,247185.6
2025,397472.66
2026,170048.0
2027,152252.52
2028,153724.94
2029,167710.36
2030,274864.4
2031,249929.94
2032,279517.56
2033,264842.97
2034,160788.17
2035,211845.22
2036,191573.23
2037,197959.02
2038,328395.2
2039,218826.45
2040,389331.1
2041,254332.4
2042,200032.84
2043,166554.22
2044,187745.14
2045,202790.12
2046,131549.44
2047,147339.6
2048,136444.05
2049,132161.47
2050,174809.52
2051,112637.25
2052,137557.7
2053,144786.78
2054,76242.016
2055,138494.2
2056,141007.05
2057,122903.93
2058,224852.42
2059,141251.53
2060,169869.81
2061,168423.27
2062,138194.88
2063,123815.47
2064,141223.05
2065,130254.305
2066,164829.33
2067,128092.6
2068,122284.61
2069,92981.22
2070,98458.74
2071,86026.13
2072,127818.85
2073,131573.48
2074,176330.16
2075,148821.08
2076,124844.305
2077,149427.45
2078,125765.52
2079,130738.92
2080,110362.12
2081,127197.9
2082,125299.74
2083,135093.11
2084,101861.31
2085,120720.53
2086,143988.58
2087,116664.734
2088,103827.81
2089,81037.32
2090,127268.94
2091,117317.61
2092,118652.76
2093,131407.47
2094,126903.56
2095,159774.97
2096,81897.766
2097,83920.195
2098,155130.64
2099,49916.19
2100,111131.68
2101,129351.46
2102,130827.61
2103,101881.31
2104,125367.76
2105,124468.8
2106,75930.266
2107,211183.45
2108,117035.4
2109,113266.6
2110,133966.81
2111,163742.66
2112,140404.16
2113,127943.25
2114,114867.08
2115,160742.56
2116,123589.85
2117,151972.44
2118,133933.9
2119,95489.06
2120,118646.9
2121,103252.336
2122,97011.38
2123,92817.28
2124,194249.52
2125,115695.77
2126,165658.2
2127,143824.1
2128,125939.42
2129,90032.23
2130,152722.27
2131,141046.23
2132,113205.85
2133,105581.555
2134,112861.375
2135,83234.234
2136,70190.41
2137,118994.18
2138,142029.55
2139,153825.48
2140,141738.34
2141,144841.08
2142,135168.2
2143,140981.64
2144,123119.18
2145,140159.36
2146,160635.66
2147,160428.97
2148,126977.39
2149,143858.08
2150,218910.75
2151,105423.56
2152,178545.4
2153,159012.83
2154,120425.164
2155,138833.58
2156,289520.0
2157,230135.55
2158,242157.38
2159,210602.83
2160,168217.48
2161,250327.61
2162,436213.4
2163,346682.25
2164,244830.0
2165,183386.84
2166,143109.44
2167,217616.47
2168,205536.05
2169,190537.34
2170,219098.42
2171,151917.06
2172,141202.88
2173,170194.95
2174,226000.66
2175,299719.47
2176,316506.84
2177,247857.39
2178,213557.25
2179,141962.08
2180,223468.73
2181,187052.19
2182,219563.45
2183,195703.39
2184,132275.34
2185,129935.86
2186,135923.4
2187,143549.48
2188,150548.58
2189,149874.47
2190,83643.695
2191,84871.375
2192,95211.164
2193,105760.5
2194,103475.9
2195,108582.96
2196,88309.34
2197,109325.57
2198,154654.0
2199,185498.62
2200,139020.62
2201,143320.75
2202,198350.75
2203,163751.28
2204,179266.95
2205,112996.74
2206,152690.27
2207,215473.48
2208,228649.16
2209,193662.55
2210,122466.98
2211,109534.69
2212,104328.52
2213,87578.14
2214,135417.17
2215,94552.01
2216,145765.02
2217,68798.21
2218,77414.86
2219,76457.98
2220,58011.867
2221,343575.4
2222,266873.88
2223,306350.94
2224,217416.36
2225,130319.086
2226,179554.81
2227,199325.42
2228,270385.44
2229,238942.97
2230,160903.83
2231,205337.2
2232,174444.84
2233,171723.62
2234,245260.66
2235,214721.4
2236,282392.8
2237,354911.12
2238,201923.94
2239,127438.64
2240,159768.8
2241,165432.33
2242,128263.79
2243,123952.38
2244,102520.35
2245,100322.086
2246,144522.38
2247,97623.09
2248,122267.12
2249,125922.5
2250,136592.17
2251,132161.9
2252,153952.39
2253,150926.23
2254,180977.03
2255,196824.56
2256,184912.31
2257,198209.88
2258,168393.05
2259,178126.8
2260,152177.14
2261,183157.45
2262,207449.06
2263,354598.0
2264,440908.6
2265,188979.55
2266,326175.97
2267,437626.78
2268,390263.6
2269,150632.53
2270,182683.58
2271,213377.7
2272,206378.8
2273,160868.34
2274,176991.31
2275,177229.9
2276,176870.16
2277,175259.36
2278,151233.56
2279,140157.58
2280,112570.27
2281,172263.2
2282,190612.33
2283,98936.125
2284,115547.49
2285,136836.34
2286,122194.92
2287,344292.88
2288,274023.34
2289,404949.88
2290,475996.62
2291,313994.3
2292,444433.7
2293,511052.3
2294,455742.75
2295,429988.3
2296,271927.06
2297,315714.34
2298,334687.7
2299,424993.5
2300,324906.62
2301,286968.2
2302,239438.61
2303,244739.92
2304,234927.12
2305,181239.36
2306,180146.81
2307,188249.31
2308,218835.44
2309,285702.62
2310,220813.56
2311,189619.3
2312,160487.98
2313,177326.36
2314,165324.81
2315,175323.78
2316,182149.17
2317,176673.77
2318,178626.75
2319,178992.11
2320,187302.28
2321,243684.3
2322,166532.23
2323,176679.48
2324,171512.67
2325,210640.95
2326,167614.02
2327,215811.45
2328,230535.14
2329,186403.22
2330,175346.22
2331,366747.38
2332,410919.28
2333,324235.2
2334,257089.64
2335,266490.34
2336,339111.22
2337,216436.6
2338,283423.28
2339,238492.66
2340,402410.6
2341,231430.33
2342,227918.08
2343,216228.69
2344,235620.47
2345,234489.56
2346,214871.73
2347,208238.95
2348,237551.3
2349,159137.4
2350,294633.34
2351,268993.44
2352,253464.6
2353,243101.14
2354,133551.03
2355,159271.83
2356,155709.66
2357,207955.44
2358,191726.53
2359,136968.25
2360,121189.21
2361,135276.28
2362,287374.4
2363,144559.11
2364,165077.84
2365,223366.53
2366,192312.64
2367,224304.44
2368,213078.31
2369,223356.9
2370,173847.19
2371,171931.05
2372,186534.11
2373,283523.16
2374,315919.16
2375,254474.64
2376,284981.7
2377,380953.2
2378,141565.2
2379,184263.44
2380,143719.33
2381,167215.19
2382,186002.89
2383,204113.08
2384,241926.3
2385,153197.69
2386,140628.06
2387,138362.12
2388,99846.414
2389,127834.0
2390,146316.3
2391,133950.28
2392,109090.836
2393,154182.06
2394,142851.53
2395,198199.78
2396,137486.64
2397,197665.17
2398,126171.32
2399,59729.4
2400,49960.582
2401,115925.26
2402,139617.02
2403,129816.484
2404,142651.11
2405,161961.95
2406,144138.9
2407,128093.4
2408,137511.22
2409,120976.88
2410,160003.67
2411,122293.04
2412,151758.97
2413,138273.55
2414,151033.73
2415,115408.41
2416,127966.445
2417,123476.39
2418,125164.01
2419,131015.86
2420,127114.484
2421,142466.33
2422,124976.36
2423,121470.41
2424,156790.22
2425,220238.19
2426,124215.586
2427,127371.305
2428,175208.42
2429,119092.37
2430,126472.73
2431,132262.36
2432,140101.08
2433,142240.98
2434,141437.06
2435,146133.2
2436,102840.4
2437,114064.336
2438,128514.63
2439,110076.375
2440,112982.484
2441,106333.1
2442,92949.17
2443,112081.23
2444,123267.87
2445,86973.23
2446,103937.734
2447,185094.61
2448,147857.19
2449,98742.445
2450,129988.43
2451,131062.54
2452,190075.14
2453,91829.21
2454,121644.05
2455,131535.95
2456,140712.44
2457,133457.34
2458,128265.516
2459,107267.51
2460,142782.9
2461,111074.9
2462,131449.25
2463,118631.16
2464,166330.11
2465,129051.47
2466,110967.96
2467,154956.22
2468,88643.01
2469,87700.46
2470,188254.77
2471,220442.34
2472,177091.38
2473,112852.945
2474,110284.29
2475,240466.6
2476,119331.82
2477,134006.22
2478,167904.5
2479,121886.02
2480,141691.53
2481,137398.7
2482,127840.51
2483,118092.58
2484,121172.19
2485,124090.766
2486,163286.33
2487,173450.45
2488,169979.06
2489,147563.86
2490,159982.02
2491,75250.16
2492,181161.58
2493,122957.08
2494,161131.1
2495,80636.375
2496,235631.38
2497,138512.55
2498,113343.75
2499,94229.35
2500,123876.41
2501,119187.63
2502,147158.61
2503,87394.47
2504,198914.33
2505,223350.5
2506,263277.84
2507,297521.75
2508,261502.4
2509,211473.34
2510,216487.31
2511,178858.89
2512,216036.88
2513,217954.78
2514,271232.8
2515,155889.83
2516,161652.34
2517,135688.8
2518,140579.36
2519,233340.8
2520,215384.4
2521,188469.61
2522,221829.56
2523,132613.3
2524,139055.4
2525,138965.48
2526,141991.77
2527,128084.58
2528,130419.38
2529,140003.77
2530,113419.23
2531,254125.4
2532,228233.97
2533,199784.4
2534,233563.47
2535,321103.06
2536,248493.69
2537,233133.66
2538,186281.7
2539,182223.06
2540,177940.23
2541,181750.02
2542,161621.45
2543,140368.19
2544,119360.13
2545,128905.72
2546,128814.62
2547,134951.81
2548,146804.52
2549,153142.75
2550,194667.64
2551,143170.7
2552,119615.984
2553,82663.32
2554,101903.984
2555,107073.54
2556,96484.54
2557,113079.55
2558,156551.03
2559,129496.87
2560,131253.94
2561,133326.0
2562,129013.53
2563,143686.67
2564,170809.47
2565,136985.36
2566,156852.83
2567,124369.55
2568,189235.8
2569,192453.05
2570,122776.125
2571,157889.38
2572,163216.7
2573,223961.58
2574,279825.06
2575,131327.17
2576,127492.24
2577,170216.81
2578,81423.56
2579,65976.78
2580,129093.58
2581,111450.54
2582,125820.43
2583,255178.55
2584,168469.69
2585,175488.27
2586,196512.33
2587,195186.5
2588,147493.47
2589,150331.92
2590,211512.61
2591,204678.88
2592,221823.08
2593,242476.95
2594,168538.08
2595,204383.14
2596,309741.75
2597,193748.94
2598,277547.75
2599,298817.66
2600,167009.48
2601,143630.08
2602,86047.46
2603,91367.17
2604,83388.914
2605,84960.64
2606,149871.55
2607,192614.61
2608,206396.64
2609,166115.94
2610,108342.875
2611,146672.53
2612,155602.94
2613,130161.25
2614,126261.79
2615,149917.67
2616,143238.2
2617,166203.75
2618,188950.83
2619,185095.53
2620,188570.62
2621,182635.42
2622,184914.2
2623,244930.11
2624,279315.44
2625,335244.84
2626,165986.94
2627,165827.44
2628,434288.53
2629,527780.1
2630,368834.5
2631,464285.3
2632,432229.06
2633,335975.94
2634,408254.38
2635,154501.34
2636,178237.27
2637,175323.27
2638,256069.22
2639,183263.45
2640,148239.12
2641,108914.65
2642,200715.38
2643,102104.27
2644,135224.4
2645,99175.2
2646,94126.52
2647,100434.875
2648,139898.53
2649,144907.28
2650,130921.78
2651,144957.64
2652,425240.72
2653,254383.05
2654,242278.98
2655,400356.56
2656,322109.03
2657,356223.44
2658,291238.16
2659,306531.06
2660,333514.2
2661,343147.38
2662,370037.25
2663,272784.6
2664,284159.5
2665,311213.53
2666,290334.2
2667,169513.69
2668,177860.25
2669,171649.6
2670,266673.0
2671,176058.72
2672,195998.31
2673,214361.47
2674,214036.14
2675,176329.64
2676,184962.45
2677,195018.33
2678,249636.05
2679,275441.06
2680,272083.84
2681,436080.78
2682,310308.34
2683,594842.9
2684,314069.34
2685,343470.62
2686,266912.47
2687,344233.4
2688,217501.27
2689,204924.58
2690,433972.53
2691,196121.98
2692,133128.66
2693,188220.27
2694,127231.195
2695,193785.42
2696,182284.7
2697,187273.08
2698,205314.2
2699,171438.52
2700,163258.03
2701,157892.14
2702,118307.89
2703,131996.39
2704,142963.2
2705,118348.33
2706,118324.73
2707,127478.17
2708,134082.86
2709,117732.79
2710,123517.13
2711,313465.72
2712,383829.1
2713,174420.25
2714,149082.97
2715,168698.48
2716,152518.47
2717,180494.78
2718,237592.22
2719,159182.56
2720,160739.73
2721,144053.2
2722,171553.9
2723,145511.25
2724,133040.52
2725,137759.97
2726,150467.86
2727,185642.9
2728,165129.66
2729,153315.33
2730,140573.14
2731,117134.68
2732,110993.47
2733,156954.12
2734,133532.98
2735,138299.03
2736,142512.45
2737,125265.04
2738,124687.484
2739,164346.08
2740,132156.36
2741,143181.0
2742,151625.14
2743,150921.3
2744,161207.06
2745,144313.12
2746,143840.19
2747,141900.27
2748,122130.66
2749,133948.62
2750,137687.19
2751,141766.44
2752,221269.88
2753,157853.44
2754,212104.27
2755,125247.48
2756,91714.62
2757,82219.27
2758,74241.61
2759,141849.3
2760,130460.555
2761,144625.53
2762,150590.31
2763,182750.69
2764,150618.38
2765,284069.28
2766,135571.47
2767,90351.92
2768,123329.21
2769,140960.56
2770,143770.1
2771,114716.64
2772,127165.95
2773,152096.02
2774,125986.34
2775,125682.29
2776,141636.33
2777,129334.98
2778,112876.61
2779,118913.664
2780,105774.61
2781,89091.99
2782,100653.5
2783,105006.375
2784,120644.57
2785,134941.97
2786,55336.023
2787,122273.98
2788,75712.03
2789,176769.06
2790,76348.42
2791,118176.27
2792,60140.113
2793,170451.53
2794,106750.85
2795,118990.47
2796,103183.63
2797,196651.7
2798,122262.984
2799,106939.61
2800,71068.97
2801,102837.39
2802,140767.88
2803,157898.53
2804,138380.78
2805,92199.3
2806,89552.6
2807,149140.19
2808,150005.48
2809,128004.945
2810,136576.77
2811,152346.14
2812,143780.38
2813,148457.72
2814,140719.39
2815,124004.01
2816,248801.08
2817,139468.78
2818,124921.945
2819,167006.66
2820,131757.52
2821,112982.12
2822,190909.73
2823,305159.34
2824,187397.16
2825,164040.52
2826,122570.95
2827,136446.0
2828,240739.81
2829,189199.77
2830,222918.7
2831,189930.33
2832,249625.64
2833,280437.1
2834,217022.61
2835,217807.1
2836,190592.12
2837,156452.86
2838,144248.92
2839,181296.22
2840,195619.69
2841,208792.92
2842,226976.2
2843,153897.16
2844,154999.83
2845,120970.49
2846,212284.45
2847,196547.72
2848,219851.86
2849,207127.2
2850,272463.3
2851,246263.34
2852,224597.88
2853,237492.69
2854,140773.17
2855,205266.66
2856,209479.62
2857,186715.39
2858,197599.12
2859,127176.22
2860,122565.77
2861,151999.8
2862,182289.0
2863,130057.54
2864,247635.64
2865,145115.97
2866,133370.92
2867,81068.25
2868,110784.586
2869,116470.11
2870,141065.77
2871,108294.25
2872,52446.387
2873,91969.47
2874,145800.7
2875,120422.484
2876,170199.94
2877,135907.84
2878,157770.78
2879,148469.22
2880,115028.3
2881,162823.94
2882,159430.17
2883,164374.1
2884,182351.38
2885,190059.58
2886,202742.8
2887,103046.734
2888,129106.34
2889,51111.867
2890,63025.223
2891,141755.98
2892,52439.6
2893,82750.42
2894,51134.375
2895,314172.47
2896,288935.75
2897,205090.16
2898,152907.9
2899,211075.17
2900,153376.11
2901,214889.62
2902,181971.3
2903,331160.16
2904,350369.7
2905,117875.79
2906,208918.02
2907,113345.17
2908,134249.6
2909,153284.22
2910,76344.85
2911,86009.22
2912,149141.0
2913,84618.984
2914,70364.45
2915,74100.09
2916,86055.69
2917,157957.22
2918,111498.0
2919,218872.38
